,Brand,Product Name,RAM,Internal storage,Battery capacity (mAh),Rear camera,Front camera,Screen size (inches),Price in India
0,Vivo,Vivo V11 Pro,6,64,3400,12.0,25.0,6.41,28990
1,Vivo,Vivo V11 Pro,6,64,3400,12.0,25.0,6.41,22654
2,Vivo,Vivo V11 Pro,6,64,3400,12.0,25.0,6.41,23990
3,Xiaomi,Redmi Note 5,4,64,4000,12.0,20.0,5.99,11290
4,Xiaomi,Redmi Note 5,4,64,4000,12.0,20.0,5.99,12900
5,Xiaomi,Redmi Note 5,4,64,4000,12.0,20.0,5.99,14999
6,Xiaomi,Xiaomi Redmi 6,3,32,4000,12.0,5.0,5.84,11399
7,Xiaomi,Xiaomi Redmi 6,3,32,4000,12.0,5.0,5.84,11269
8,Xiaomi,Redmi Note 5,4,64,4000,12.0,20.0,5.99,14000
9,Xiaomi,Redmi Note 5,4,64,4000,12.0,20.0,5.99,12999
10,Xiaomi,Redmi Note 5,4,64,4000,12.0,20.0,5.99,11999
11,Xiaomi,Redmi Note 5,4,64,4000,12.0,20.0,5.99,12499
12,Xiaomi,Redmi Note 5,4,64,4000,12.0,20.0,5.99,11990
13,Xiaomi,Redmi Note 5,4,64,4000,12.0,20.0,5.99,10990
14,Xiaomi,Xiaomi Redmi 6,3,32,4000,12.0,5.0,5.84,13349
15,Xiaomi,Xiaomi Redmi 6,3,32,4000,12.0,5.0,5.84,8999
16,Xiaomi,Xiaomi Redmi 6,3,32,4000,12.0,5.0,5.84,9190
17,Xiaomi,Xiaomi Redmi 6,3,32,4000,12.0,5.0,5.84,7900
18,Xiaomi,Xiaomi Redmi 6,3,32,4000,12.0,5.0,5.84,8820
19,Xiaomi,Redmi Note 5,4,64,4000,12.0,20.0,5.99,16999
20,Xiaomi,Redmi 6 (3GB,3,32,3000,12.0,5.0,5.45,8499
21,Xiaomi,Redmi 6 (3GB,3,32,3000,12.0,5.0,5.45,8999
22,Xiaomi,Redmi 6 (3GB,3,32,3000,12.0,5.0,5.45,8990
23,Xiaomi,Redmi 6 (3GB,3,32,3000,12.0,5.0,5.45,7899
24,Xiaomi,Redmi 6 (3GB,3,32,3000,12.0,5.0,5.45,7800
25,Xiaomi,Redmi 6 (3GB,3,32,3000,12.0,5.0,5.45,10499
26,Xiaomi,Redmi Y1 (3GB,2,16,3080,13.0,16.0,5.5,8699
27,Realme,Realme 2 Pro,4,64,3500,16.0,16.0,6.3,13490
28,Realme,Realme 2 Pro,4,64,3500,16.0,16.0,6.3,14990
29,Realme,Realme 2 Pro,4,64,3500,16.0,16.0,6.3,14999
30,Xiaomi,Xiaomi Redmi 6A,2,16,3000,13.0,5.0,5.45,6450
31,Xiaomi,Redmi Y1 (3GB,2,16,3080,13.0,16.0,5.5,8999
32,Realme,Realme 3 Pro,4,64,4045,16.0,25.0,6.3,16999
33,Xiaomi,Redmi Y1 (4GB,2,16,3080,13.0,16.0,5.5,9500
34,Xiaomi,Redmi Y1 (4GB,2,16,3080,13.0,16.0,5.5,9999
35,Vivo,Vivo V5 (32GB),4,32,3000,13.0,20.0,5.5,17980
36,Samsung,Samsung Galaxy S9,4,64,3000,12.0,8.0,5.8,37900
37,Samsung,Samsung Galaxy Note,6,64,3300,12.0,8.0,6.3,59900
38,Huawei,Huawei Mate 20,6,128,4200,40.0,24.0,6.39,31999
39,Samsung,Samsung Galaxy S9,4,64,3000,12.0,8.0,5.8,31607
40,Samsung,Samsung Galaxy S9,4,64,3000,12.0,8.0,5.8,41990
41,Samsung,Samsung Galaxy S9,4,64,3000,12.0,8.0,5.8,45999
42,Samsung,Samsung Galaxy Note,6,64,3300,12.0,8.0,6.3,39990
43,Samsung,Samsung Galaxy Note,6,64,3300,12.0,8.0,6.3,35990
44,Realme,Realme 2 Pro,4,64,3500,16.0,16.0,6.3,16999
45,Samsung,Samsung Galaxy S9,4,64,3000,12.0,8.0,5.8,47990
46,Samsung,Samsung Galaxy S9,4,64,3000,12.0,8.0,5.8,30500
47,Realme,Realme 3 Pro,4,64,4045,16.0,25.0,6.3,17999
48,Vivo,Vivo V5 (32GB),4,32,3000,13.0,20.0,5.5,16800
49,Xiaomi,Xiaomi Redmi 6A,2,16,3000,13.0,5.0,5.45,5990
50,Xiaomi,Xiaomi Redmi 6A,2,16,3000,13.0,5.0,5.45,5999
51,Xiaomi,Xiaomi Redmi 6A,2,16,3000,13.0,5.0,5.45,5742
52,Xiaomi,Redmi Note 8,6,64,4500,64.0,20.0,6.53,15999
53,Realme,Realme 3 Pro,4,64,4045,16.0,25.0,6.3,12999
54,Xiaomi,Redmi Note 8,6,64,4500,64.0,20.0,6.53,16999
55,Realme,Realme 3 Pro,4,64,4045,16.0,25.0,6.3,14999
56,Samsung,Samsung Galaxy S9,4,64,3000,12.0,8.0,5.8,48999
57,Realme,Realme 3 Pro,4,64,4045,16.0,25.0,6.3,15999
58,Xiaomi,Redmi Note 8,6,64,4500,64.0,20.0,6.53,19485
59,Xiaomi,Xiaomi Redmi 6A,2,16,3000,13.0,5.0,5.45,6999
60,Xiaomi,Redmi Note 8,6,64,4500,64.0,20.0,6.53,18999
61,Xiaomi,Redmi Note 8,6,64,4500,64.0,20.0,6.53,17999
62,Xiaomi,Redmi Y1 (3GB,2,16,3080,13.0,16.0,5.5,9999
63,Realme,Realme 2 Pro,4,64,3500,16.0,16.0,6.3,18000
64,Xiaomi,Xiaomi Redmi 6A,2,16,3000,13.0,5.0,5.45,7399
65,Xiaomi,Xiaomi Redmi 6A,2,16,3000,13.0,5.0,5.45,5599
66,Samsung,Samsung Galaxy S9,4,64,3000,12.0,8.0,5.8,49999
67,Lenovo,Lenovo K8 Plus,3,32,4000,13.0,8.0,5.2,7899
68,Samsung,Samsung Galaxy S20+,8,128,4500,12.0,10.0,6.7,54999
69,Vivo,Vivo V7 (4GB,4,32,3000,16.0,24.0,5.7,16990
70,Vivo,Vivo V7 (4GB,4,32,3000,16.0,24.0,5.7,6999
71,Lenovo,Lenovo K8 Plus,3,32,4000,13.0,8.0,5.2,4299
72,Vivo,Vivo V7 (4GB,4,32,3000,16.0,24.0,5.7,15990
73,Oppo,Oppo F3 (4GB,4,64,3200,13.0,16.0,5.5,17000
74,Oppo,Oppo F3 (4GB,4,64,3200,13.0,16.0,5.5,18000
75,Lenovo,Lenovo K8 Plus,3,32,4000,13.0,8.0,5.2,10999
76,Lenovo,Lenovo K8 Plus,3,32,4000,13.0,8.0,5.2,10990
77,Oppo,Oppo F3 (4GB,4,64,3200,13.0,16.0,5.5,10990
78,Vivo,Vivo V7 (4GB,4,32,3000,16.0,24.0,5.7,16930
79,Xiaomi,Redmi Note 7S,3,32,4000,48.0,13.0,6.3,9999
80,Xiaomi,Redmi Note 7S,3,32,4000,48.0,13.0,6.3,10999
81,Xiaomi,Redmi Note 7S,3,32,4000,48.0,13.0,6.3,9799
82,Nokia,Nokia 3.1 Plus,3,32,3500,13.0,8.0,6.0,10440
83,Nokia,Nokia 3.1 Plus,3,32,3500,13.0,8.0,6.0,7195
84,Xiaomi,Xiaomi Redmi Note,2,16,4050,16.0,5.0,5.5,4699
85,Nokia,Nokia 3.1 Plus,3,32,3500,13.0,8.0,6.0,7088
86,Xiaomi,Xiaomi Redmi Note,2,16,4050,16.0,5.0,5.5,5299
87,Nokia,Nokia 3.1 Plus,3,32,3500,13.0,8.0,6.0,6790
88,Xiaomi,Xiaomi Redmi Note,2,16,4050,16.0,5.0,5.5,4099
89,Xiaomi,Xiaomi Redmi Note,2,16,4050,16.0,5.0,5.5,4899
90,Oppo,Oppo F3 (4GB,4,64,3200,13.0,16.0,5.5,9299
91,Xiaomi,Redmi Note 7S,3,32,4000,48.0,13.0,6.3,12999
92,Xiaomi,Xiaomi Redmi Note,2,16,4050,16.0,5.0,5.5,6990
93,Oppo,Oppo F3 Plus,4,64,4000,16.0,16.0,6.0,22990
94,Oppo,Oppo F3 Plus,4,64,4000,16.0,16.0,6.0,21940
95,Panasonic,Panasonic Eluga X1,6,128,3000,16.0,16.0,6.18,12450
96,Oppo,Oppo F3 Plus,4,64,4000,16.0,16.0,6.0,10299
97,Panasonic,Panasonic Eluga X1,6,128,3000,16.0,16.0,6.18,12490
98,Xiaomi,Redmi 5A (3GB,2,16,3000,13.0,5.0,5.0,6999
99,Oppo,Oppo F5 (4GB,4,32,3200,16.0,20.0,6.0,17990
100,Oppo,Oppo F5 (6GB,4,32,3200,16.0,20.0,6.0,13699
101,Oppo,Oppo F5 (6GB,4,32,3200,16.0,20.0,6.0,24990
102,Oppo,Oppo F5 (4GB,4,32,3200,16.0,20.0,6.0,15500
103,Oppo,Oppo F5 (4GB,4,32,3200,16.0,20.0,6.0,7599
104,Oppo,Oppo A57 (3GB,3,32,2900,13.0,16.0,5.2,12945
105,Oppo,Oppo A57 (3GB,3,32,2900,13.0,16.0,5.2,5599
106,OnePlus,OnePlus 5T (8GB,6,64,3300,16.0,16.0,6.01,37999
107,OnePlus,OnePlus 5T (6GB,6,64,3300,16.0,16.0,6.01,28499
108,Xiaomi,Redmi Note 7,3,32,4000,12.0,13.0,6.3,10990
109,Xiaomi,Redmi Note 7,3,32,4000,12.0,13.0,6.3,9998
110,Xiaomi,Redmi Note 7,3,32,4000,12.0,13.0,6.3,11999
111,Xiaomi,Redmi Note 7,3,32,4000,12.0,13.0,6.3,11256
112,Xiaomi,Redmi Note 7,3,32,4000,12.0,13.0,6.3,9799
113,Xiaomi,Redmi Note 7,3,32,4000,12.0,13.0,6.3,9999
114,Xiaomi,Redmi 5A (2GB,2,16,3000,13.0,5.0,5.0,5999
115,Xiaomi,Redmi 5A (2GB,2,16,3000,13.0,5.0,5.0,6499
116,Samsung,Samsung Galaxy S10e,6,128,3100,12.0,10.0,5.8,47900
117,Oppo,Oppo F3 Plus,4,64,4000,16.0,16.0,6.0,9599
118,Samsung,Samsung Galaxy S10e,6,128,3100,12.0,10.0,5.8,50999
119,Xiaomi,Redmi 5A (2GB,2,16,3000,13.0,5.0,5.0,7299
120,Realme,Realme 5 Pro,4,64,4035,48.0,16.0,6.3,14999
121,Realme,Realme 5 Pro,4,64,4035,48.0,16.0,6.3,16999
122,Realme,Realme 5 Pro,4,64,4035,48.0,16.0,6.3,13990
123,Xiaomi,Redmi 5A (2GB,2,16,3000,13.0,5.0,5.0,7900
124,Realme,Realme 5 Pro,4,64,4035,48.0,16.0,6.3,13799
125,Samsung,Samsung Galaxy S10e,6,128,3100,12.0,10.0,5.8,47650
126,Xiaomi,Xiaomi Redmi K20,6,64,4000,48.0,20.0,6.39,20990
127,Samsung,Samsung Galaxy Note,1,256,4300,12.0,10.0,6.8,81999
128,Samsung,Samsung Galaxy Note,1,256,4300,12.0,10.0,6.8,59999
129,Samsung,Samsung Galaxy Note,1,256,4300,12.0,10.0,6.8,89999
130,Vivo,Vivo Y69 (3GB,3,32,3000,13.0,16.0,5.5,13900
131,Samsung,Samsung Galaxy S20,1,128,5000,108.0,40.0,6.9,97990
132,Samsung,Samsung Galaxy S20,1,128,5000,108.0,40.0,6.9,103000
133,Xiaomi,Xiaomi Redmi K20,6,64,4000,48.0,20.0,6.39,21999
134,Honor,Honor 9i (4GB,4,64,3340,16.0,16.0,5.9,14389
135,Honor,Honor 9i (4GB,4,64,3340,16.0,16.0,5.9,9199
136,Honor,Honor 9i (4GB,4,64,3340,16.0,16.0,5.9,6699
137,Xiaomi,Xiaomi Redmi K20,6,64,4000,48.0,20.0,6.39,24999
138,Xiaomi,Xiaomi Redmi K20,6,64,4000,48.0,20.0,6.39,23999
139,Vivo,Vivo Y69 (3GB,3,32,3000,13.0,16.0,5.5,13000
140,Nokia,Nokia 9 PureView,6,128,3320,12.0,20.0,5.99,32990
141,Honor,Honor 9i (4GB,4,64,3340,16.0,16.0,5.9,19999
142,Honor,Honor 7X (4GB,4,32,3340,16.0,8.0,5.93,15500
143,OnePlus,OnePlus 7 Pro,6,128,4000,48.0,16.0,6.67,49999
144,Xiaomi,Xiaomi Mi 5,3,32,3000,16.0,4.0,5.15,7399
145,OnePlus,OnePlus 7 Pro,6,128,4000,48.0,16.0,6.67,52999
146,Honor,Honor 7X (4GB,4,32,3340,16.0,8.0,5.93,11999
147,Samsung,Samsung Galaxy J7,1,16,3000,13.0,5.0,5.5,4699
148,Xiaomi,Xiaomi Redmi K20,6,64,4000,48.0,20.0,6.39,24900
149,Xiaomi,Xiaomi Redmi Note,2,32,4100,13.0,5.0,5.5,6999
150,Xiaomi,Xiaomi Redmi Note,2,32,4100,13.0,5.0,5.5,11500
151,OnePlus,OnePlus 7 Pro,6,128,4000,48.0,16.0,6.67,48999
152,Xiaomi,Redmi Note 5,3,32,4000,12.0,5.0,5.99,9490
153,Samsung,Samsung Galaxy S10,8,128,4500,48.0,32.0,6.7,37499
154,Samsung,Samsung Galaxy S10,8,128,4500,48.0,32.0,6.7,40999
155,Xiaomi,Redmi Note 5,3,32,4000,12.0,5.0,5.99,8490
156,Samsung,Samsung Galaxy S10,8,128,4500,48.0,32.0,6.7,42900
157,OnePlus,OnePlus 8 Pro,8,128,4510,48.0,16.0,6.78,59999
158,OnePlus,OnePlus 8 Pro,8,128,4510,48.0,16.0,6.78,54999
159,Xiaomi,Xiaomi Redmi Note,2,32,4100,13.0,5.0,5.5,11390
160,OnePlus,OnePlus 7 Pro,6,128,4000,48.0,16.0,6.67,42999
161,Xiaomi,Redmi Note 5,3,32,4000,12.0,5.0,5.99,11599
162,Xiaomi,Xiaomi Mi 5,3,32,3000,16.0,4.0,5.15,6899
163,Xiaomi,Redmi Note 5,3,32,4000,12.0,5.0,5.99,8299
164,Xiaomi,Redmi Note 5,3,32,4000,12.0,5.0,5.99,9999
165,Xiaomi,Xiaomi Redmi 4,2,16,4100,13.0,5.0,5.0,6199
166,Xiaomi,Xiaomi Redmi 4,2,16,4100,13.0,5.0,5.0,9499
167,Xiaomi,Xiaomi Redmi 4,2,16,4100,13.0,5.0,5.0,6499
168,Xiaomi,Xiaomi Redmi 4,2,16,4100,13.0,5.0,5.0,5449
169,Xiaomi,Xiaomi Redmi 4,2,16,4100,13.0,5.0,5.0,4599
170,Honor,Honor 7X (4GB,4,32,3340,16.0,8.0,5.93,12722
171,Samsung,Samsung Galaxy J7,1,16,3000,13.0,5.0,5.5,5299
172,Xiaomi,Xiaomi Redmi K20,6,64,4000,48.0,20.0,6.39,24490
173,Honor,Honor 7X (4GB,4,32,3340,16.0,8.0,5.93,14585
174,Honor,Honor 7X (4GB,4,32,3340,16.0,8.0,5.93,14500
175,Xiaomi,Xiaomi Redmi Note,2,32,4100,13.0,5.0,5.5,8199
176,Xiaomi,Redmi Note 5,3,32,4000,12.0,5.0,5.99,10990
177,Samsung,Samsung Galaxy J7,1,16,3000,13.0,5.0,5.5,4599
178,Xiaomi,Xiaomi Redmi Note,2,32,4100,13.0,5.0,5.5,5499
179,Xiaomi,Xiaomi Mi 5,3,32,3000,16.0,4.0,5.15,8099
180,Xiaomi,Xiaomi Redmi Note,2,32,4100,13.0,5.0,5.5,5249
181,Xiaomi,Xiaomi Redmi Note,2,32,4100,13.0,5.0,5.5,10850
182,Xiaomi,Redmi Note 5,3,32,4000,12.0,5.0,5.99,10999
183,Xiaomi,Redmi Note 5,3,32,4000,12.0,5.0,5.99,9590
184,Realme,Realme XT (8GB,4,64,4000,64.0,16.0,6.4,19890
185,Realme,Realme XT (8GB,4,64,4000,64.0,16.0,6.4,19999
186,OnePlus,OnePlus 7 (8GB,6,128,3700,48.0,16.0,6.41,34999
187,OnePlus,OnePlus 8 (12GB,1,256,4300,48.0,16.0,6.55,44999
188,Honor,Honor 9 Lite,3,32,3000,13.0,13.0,5.65,8299
189,Samsung,Samsung Galaxy A20s,3,32,4000,13.0,8.0,6.5,11599
190,Samsung,Samsung Galaxy A20s,3,32,4000,13.0,8.0,6.5,14900
191,Oppo,Oppo A71 (3GB,2,16,3000,13.0,5.0,5.2,9940
192,Samsung,Samsung Galaxy A20s,3,32,4000,13.0,8.0,6.5,12900
193,Realme,Realme U1 (3GB,3,32,3500,13.0,25.0,6.3,9999
194,Samsung,Samsung Galaxy M40,6,128,3500,32.0,16.0,6.3,19990
195,Honor,Honor 9 Lite,3,32,3000,13.0,13.0,5.65,8499
196,Xiaomi,Redmi 5 (2GB,2,16,3300,12.0,5.0,5.7,8499
197,Xiaomi,Redmi 5 (3GB,2,16,3300,12.0,5.0,5.7,9000
198,Realme,Realme XT (4GB,4,64,4000,64.0,16.0,6.4,16820
199,Samsung,Samsung Galaxy J7,3,16,3300,13.0,8.0,5.5,6799
200,OnePlus,OnePlus 8 (8GB,1,256,4300,48.0,16.0,6.55,41999
201,Xiaomi,Redmi 5 (3GB,2,16,3300,12.0,5.0,5.7,9999
202,Oppo,Oppo A71 (3GB,2,16,3000,13.0,5.0,5.2,12500
203,Xiaomi,Xiaomi Mi 10,8,128,4780,108.0,20.0,6.67,44999
204,Xiaomi,Xiaomi Mi 10,8,128,4780,108.0,20.0,6.67,54999
205,Xiaomi,Xiaomi Mi 10,8,128,4780,108.0,20.0,6.67,49999
206,Samsung,Samsung Galaxy A20s,3,32,4000,13.0,8.0,6.5,13695
207,Realme,Realme XT (4GB,4,64,4000,64.0,16.0,6.4,15900
208,Honor,Honor 9X (6GB,4,128,4000,48.0,16.0,6.59,16999
209,Realme,Realme XT (6GB,4,64,4000,64.0,16.0,6.4,15999
210,Honor,Honor 9X (6GB,4,128,4000,48.0,16.0,6.59,17490
211,Honor,Honor 9X (4GB,4,128,4000,48.0,16.0,6.59,13999
212,Samsung,Samsung Galaxy J7,3,16,3300,13.0,8.0,5.5,18328
213,OnePlus,OnePlus 8 (6GB,1,256,4300,48.0,16.0,6.55,39999
214,Samsung,Samsung Galaxy J7,3,16,3300,13.0,8.0,5.5,3999
215,Samsung,Samsung Galaxy J7,3,16,3300,13.0,8.0,5.5,6699
216,Xiaomi,Redmi 5 (2GB,2,16,3300,12.0,5.0,5.7,6999
217,Samsung,Samsung Galaxy M40,6,128,3500,32.0,16.0,6.3,16500
218,Xiaomi,Redmi 5 (3GB,2,16,3300,12.0,5.0,5.7,7999
219,Oppo,Oppo F7 (6GB,4,64,3400,16.0,25.0,6.23,27990
220,Xiaomi,Redmi 5 (3GB,2,16,3300,12.0,5.0,5.7,7698
221,LG,LG G7+ ThinQ,6,128,3000,16.0,8.0,6.1,27000
222,Oppo,Oppo F7 (4GB,4,64,3400,16.0,25.0,6.23,22990
223,LG,LG G7+ ThinQ,6,128,3000,16.0,8.0,6.1,29999
224,Xiaomi,Redmi 8 (4GB,4,64,5000,12.0,8.0,6.22,10990
225,Xiaomi,Redmi 8 (4GB,4,64,5000,12.0,8.0,6.22,10890
226,LG,LG G7+ ThinQ,6,128,3000,16.0,8.0,6.1,39999
227,Oppo,Oppo F7 (4GB,4,64,3400,16.0,25.0,6.23,19450
228,Oppo,Oppo F1s (4GB,3,32,3075,13.0,16.0,5.5,6399
229,Samsung,Samsung Galaxy J7,4,32,3300,13.0,13.0,5.7,14900
230,Samsung,Samsung Galaxy J7,4,32,3300,13.0,13.0,5.7,7599
231,Oppo,Oppo F1s (3GB,3,32,3075,13.0,16.0,5.5,5999
232,Oppo,Oppo F1s (4GB,3,32,3075,13.0,16.0,5.5,6999
233,Honor,Honor 9 Lite,3,32,3000,13.0,13.0,5.65,13990
234,Honor,Honor 9 Lite,3,32,3000,13.0,13.0,5.65,8999
235,Oppo,Oppo F1s (3GB,3,32,3075,13.0,16.0,5.5,6199
236,Honor,Honor 9 Lite,3,32,3000,13.0,13.0,5.65,7499
237,Honor,Honor 9 Lite,3,32,3000,13.0,13.0,5.65,12999
238,OnePlus,OnePlus 7 (6GB,6,128,3700,48.0,16.0,6.41,29999
239,Realme,Realme U1 (4GB,3,32,3500,13.0,25.0,6.3,10399
240,Realme,Realme U1 (3GB,3,32,3500,13.0,25.0,6.3,8285
241,Xiaomi,Redmi 8 (4GB,4,64,5000,12.0,8.0,6.22,10999
242,Realme,Realme U1 (3GB,3,32,3500,13.0,25.0,6.3,8999
243,Realme,Realme U1 (3GB,3,32,3500,13.0,25.0,6.3,8490
244,Realme,Realme U1 (4GB,3,32,3500,13.0,25.0,6.3,9999
245,Samsung,Samsung Galaxy M40,6,128,3500,32.0,16.0,6.3,16173
246,Xiaomi,Redmi 5 (4GB,2,16,3300,12.0,5.0,5.7,8980
247,Xiaomi,Redmi 5 (4GB,2,16,3300,12.0,5.0,5.7,8490
248,Xiaomi,Redmi 5 (4GB,2,16,3300,12.0,5.0,5.7,8299
249,Samsung,Samsung Galaxy S9+,6,64,3500,12.0,8.0,6.2,49900
250,Samsung,Samsung Galaxy S5,2,16,2800,16.0,2.0,5.1,21999
251,Apple,Apple iPhone 8,2,64,1821,12.0,7.0,4.7,39900
252,Samsung,Samsung Galaxy S9+,6,64,3500,12.0,8.0,6.2,37990
253,Samsung,Samsung Galaxy S9+,6,64,3500,12.0,8.0,6.2,38000
254,Apple,Apple iPhone 8,2,64,1821,12.0,7.0,4.7,77000
255,LG,LG V40 ThinQ,6,128,3300,12.0,8.0,6.4,33999
256,OnePlus,OnePlus 7T (256GB),8,128,3800,48.0,16.0,6.55,37999
257,Samsung,Samsung Galaxy S5,2,16,2800,16.0,2.0,5.1,5999
258,Apple,Apple iPhone 8,2,64,1821,12.0,7.0,4.7,48990
259,Samsung,Samsung Galaxy S9+,6,64,3500,12.0,8.0,6.2,44000
260,Samsung,Samsung Galaxy S9+,6,64,3500,12.0,8.0,6.2,43990
261,Samsung,Samsung Galaxy S9+,6,64,3500,12.0,8.0,6.2,61799
262,Samsung,Samsung Galaxy S9+,6,64,3500,12.0,8.0,6.2,42999
263,Apple,Apple iPhone 8,2,64,1821,12.0,7.0,4.7,35999
264,Apple,Apple iPhone 8,2,64,1821,12.0,7.0,4.7,22998
265,LG,LG V40 ThinQ,6,128,3300,12.0,8.0,6.4,31500
266,Samsung,Samsung Galaxy S9+,6,64,3500,12.0,8.0,6.2,30990
267,Samsung,Samsung Galaxy S9+,6,64,3500,12.0,8.0,6.2,29990
268,Oppo,Oppo A31 (2020),4,64,4230,12.0,8.0,6.5,11990
269,Vivo,Vivo V15 Pro,6,128,3700,48.0,32.0,6.39,27990
270,Apple,iPhone 11 (64GB),4,64,3110,12.0,12.0,6.1,51999
271,Apple,iPhone 11 (64GB),4,64,3110,12.0,12.0,6.1,52999
272,Apple,iPhone 11 (128GB),4,64,3110,12.0,12.0,6.1,57999
273,Apple,iPhone 11 (256GB),4,64,3110,12.0,12.0,6.1,64999
274,Apple,iPhone 11 (256GB),4,64,3110,12.0,12.0,6.1,66998
275,Infinix,Infinix Note 4,3,32,4300,13.0,8.0,5.7,8999
276,Asus,Asus ZenFone 5Z,4,64,3300,12.0,8.0,6.2,21999
277,Asus,Asus ZenFone 5Z,4,64,3300,12.0,8.0,6.2,18999
278,Asus,Asus ZenFone 5Z,4,64,3300,12.0,8.0,6.2,16999
279,Apple,Apple iPhone 8,2,64,1821,12.0,7.0,4.7,37999
280,Samsung,Samsung Galaxy S7,4,32,3600,12.0,5.0,5.5,39000
281,Samsung,Samsung Galaxy S7,4,32,3600,12.0,5.0,5.5,36900
282,Samsung,Samsung Galaxy S7,4,32,3600,12.0,5.0,5.5,32900
283,Samsung,Samsung Galaxy S7,4,32,3600,12.0,5.0,5.5,19999
284,Samsung,Samsung Galaxy S7,4,32,3600,12.0,5.0,5.5,10799
285,Vivo,Vivo V17 Pro,8,128,4100,48.0,32.0,6.44,28999
286,Vivo,Vivo V17 Pro,8,128,4100,48.0,32.0,6.44,27375
287,Samsung,Samsung Galaxy S7,4,32,3600,12.0,5.0,5.5,10699
288,Xiaomi,Redmi Note 7,4,64,4000,48.0,13.0,6.3,13999
289,Vivo,Vivo V15 Pro,6,128,3700,48.0,32.0,6.39,23499
290,Vivo,Vivo V15 Pro,6,128,3700,48.0,32.0,6.39,22990
291,Vivo,Vivo V15 Pro,6,128,3700,48.0,32.0,6.39,21499
292,Realme,Realme 5i (4GB,4,64,5000,12.0,8.0,6.52,11999
293,Oppo,Oppo A31 (2020),4,64,4230,12.0,8.0,6.5,11490
294,Realme,Realme 5i (4GB,4,64,5000,12.0,8.0,6.52,10999
295,Xiaomi,Redmi Note 7,4,64,4000,48.0,13.0,6.3,13990
296,Xiaomi,Redmi Note 7,4,64,4000,48.0,13.0,6.3,14490
297,Asus,Asus ZenFone Selfie,2,16,3000,13.0,13.0,5.5,14999
298,Asus,Asus ZenFone Selfie,2,16,3000,13.0,13.0,5.5,10656
299,Asus,Asus ZenFone Selfie,2,16,3000,13.0,13.0,5.5,7000
300,Asus,Asus ZenFone Selfie,2,16,3000,13.0,13.0,5.5,6499
301,Asus,Asus ZenFone Selfie,2,16,3000,13.0,13.0,5.5,5399
302,Asus,Asus ZenFone Selfie,2,16,3000,13.0,13.0,5.5,5299
303,Asus,Asus ZenFone Selfie,2,16,3000,13.0,13.0,5.5,9999
304,Xiaomi,Redmi Note 7,4,64,4000,48.0,13.0,6.3,10999
305,Xiaomi,Redmi Note 7,4,64,4000,48.0,13.0,6.3,11790
306,Xiaomi,Redmi Note 7,4,64,4000,48.0,13.0,6.3,12999
307,Oppo,Oppo A31 (2020),4,64,4230,12.0,8.0,6.5,15990
308,Oppo,Oppo A31 (2020),4,64,4230,12.0,8.0,6.5,12490
309,Asus,Asus ZenFone Selfie,2,16,3000,13.0,13.0,5.5,13999
310,Apple,Apple iPhone 8,2,64,1821,12.0,7.0,4.7,39999
311,Asus,Asus ZenFone Selfie,2,16,3000,13.0,13.0,5.5,10899
312,Samsung,Samsung Galaxy S9+,6,64,3500,12.0,8.0,6.2,35990
313,Coolpad,Coolpad Mega 3,2,16,3050,8.0,8.0,5.5,4999
314,Coolpad,Coolpad Mega 3,2,16,3050,8.0,8.0,5.5,7690
315,Coolpad,Coolpad Mega 3,2,16,3050,8.0,8.0,5.5,7990
316,Coolpad,Coolpad Mega 3,2,16,3050,8.0,8.0,5.5,7999
317,Motorola,Motorola One Macro,4,64,4000,13.0,8.0,6.2,9999
318,Xiaomi,Redmi Y1 Lite,2,16,3080,13.0,5.0,5.5,7400
319,OnePlus,OnePlus 7T (128GB),8,128,3800,48.0,16.0,6.55,34999
320,Xiaomi,Redmi Y1 Lite,2,16,3080,13.0,5.0,5.5,5999
321,Apple,Apple iPhone 8,2,64,1821,12.0,7.0,4.7,55499
322,OnePlus,OnePlus Nord (8GB,1,256,4115,48.0,32.0,6.44,27999
323,OnePlus,OnePlus Nord (6GB,1,256,4115,48.0,32.0,6.44,24999
324,OnePlus,OnePlus Nord (12GB,1,256,4115,48.0,32.0,6.44,29999
325,Motorola,Motorola One Macro,4,64,4000,13.0,8.0,6.2,9499
326,Xiaomi,Mi A1 (64GB),4,32,3080,12.0,5.0,5.5,15900
327,Oppo,Oppo F15 (8GB,8,128,4000,48.0,16.0,6.4,18990
328,HTC,HTC One E9s,2,16,2600,13.0,4.0,5.5,16999
329,Samsung,Samsung Galaxy J7,3,64,3600,13.0,13.0,5.5,13699
330,HTC,HTC One E9s,2,16,2600,13.0,4.0,5.5,18900
331,Asus,Asus ZenFone 2,4,64,3000,13.0,5.0,5.5,13999
332,Asus,Asus ZenFone 2,4,64,3000,13.0,5.0,5.5,9990
333,Asus,Asus ZenFone 2,4,64,3000,13.0,5.0,5.5,8490
334,Asus,Asus ZenFone 2,4,64,3000,13.0,5.0,5.5,7699
335,Asus,Asus ZenFone 2,4,64,3000,13.0,5.0,5.5,5999
336,Samsung,Samsung Galaxy Note,8,256,3500,12.0,10.0,6.3,72352
337,Asus,Asus ZenFone 2,4,64,3000,13.0,5.0,5.5,4799
338,Samsung,Samsung Galaxy J7,3,64,3600,13.0,13.0,5.5,18999
