,Brand,Product Name,RAM,Internal storage,Battery capacity (mAh),Rear camera,Front camera,Screen size (inches),Price in India
1079,Samsung,Samsung Galaxy J5,1,8,2600,13.0,5.0,5.0,3599
1080,Vivo,iQoo 3 (8GB,8,128,4440,48.0,16.0,6.44,29990
1081,Honor,Honor Holly 2,2,16,4000,13.0,5.0,5.0,7999
1082,Honor,Honor Holly 2,2,16,4000,13.0,5.0,5.0,8499
1083,Motorola,Moto G6 (4GB,3,32,3000,12.0,16.0,5.7,12999
1084,Motorola,Motorola Moto G5,3,16,3000,12.0,5.0,5.2,5599
1085,Motorola,Moto G6 (3GB,3,32,3000,12.0,16.0,5.7,15498
1086,Motorola,Motorola Moto G5,3,16,3000,12.0,5.0,5.2,6599
1087,Motorola,Motorola Moto G5,3,16,3000,12.0,5.0,5.2,6945
1088,Motorola,Motorola Moto G5,3,16,3000,12.0,5.0,5.2,6999
1089,Smartron,Smartron srt.phone (64GB),4,32,3000,13.0,5.0,5.5,7999
1090,Smartron,Smartron srt.phone (32GB),4,32,3000,13.0,5.0,5.5,13999
1091,Lava,Lava Iris X1,1,4,1800,8.0,2.0,4.5,6998
1092,Intex,Intex Aqua Zenith,1,8,2000,5.0,2.0,5.0,4145
1093,Realme,Realme 5 (4GB,3,32,5000,12.0,13.0,6.5,12799
1094,Motorola,Motorola One Vision,4,128,3500,48.0,25.0,6.3,14999
1095,Samsung,Samsung Galaxy S4,1,8,1900,8.0,1.9,4.3,15049
1096,Realme,Realme 5 (4GB,3,32,5000,12.0,13.0,6.5,12390
1097,Realme,Realme 5 (4GB,3,32,5000,12.0,13.0,6.5,11900
1098,Samsung,Samsung Galaxy S4,1,8,1900,8.0,1.9,4.3,12999
1099,Realme,Realme 5 (4GB,3,32,5000,12.0,13.0,6.5,11888
1100,Realme,Realme 5 (3GB,3,32,5000,12.0,13.0,6.5,10999
1101,Realme,Realme 5 (3GB,3,32,5000,12.0,13.0,6.5,9599
1102,Karbonn,Karbonn Machone Titanium,1,8,1800,8.0,5.0,4.7,3999
1103,Panasonic,Panasonic Eluga L2,1,8,2500,8.0,2.0,5.5,3990
1104,Sony,Sony Xperia Z5,3,32,3430,23.0,5.0,5.5,57500
1105,Lenovo,Lenovo Zuk Z1,3,64,4100,13.0,8.0,5.5,7401
1106,Nubia,Nubia M2 (4GB,4,64,3630,13.0,16.0,5.5,12990
1107,Lenovo,Lenovo Zuk Z1,3,64,4100,13.0,8.0,5.5,10999
1108,Gionee,Gionee Marathon M5,3,64,5020,13.0,5.0,6.0,9499
1109,Gionee,Gionee Marathon M5,3,64,5020,13.0,5.0,6.0,7499
1110,Zopo,Zopo Color M5,1,16,2100,5.0,2.0,5.0,4290
1111,Zopo,Zopo Color M5,1,16,2100,5.0,2.0,5.0,3999
1112,Zopo,Zopo Color M5,1,16,2100,5.0,2.0,5.0,3990
1113,Zopo,Zopo Color M5,1,16,2100,5.0,2.0,5.0,3840
1114,Lenovo,Lenovo Zuk Z1,3,64,4100,13.0,8.0,5.5,5999
1115,Zopo,Zopo Color M5,1,16,2100,5.0,2.0,5.0,3780
1116,Intex,Intex Aqua Shine,2,16,3000,8.0,5.0,5.0,4500
1117,Panasonic,Panasonic Eluga Ray,3,32,5000,13.0,13.0,5.5,5999
1118,Panasonic,Panasonic Eluga Ray,3,32,5000,13.0,13.0,5.5,8499
1119,Realme,Realme X (8GB,4,128,3765,48.0,16.0,6.53,20999
1120,Realme,Realme X (8GB,4,128,3765,48.0,16.0,6.53,20499
1121,Realme,Realme X (8GB,4,128,3765,48.0,16.0,6.53,17999
1122,Realme,Realme X (4GB,4,128,3765,48.0,16.0,6.53,17799
1123,Gionee,Gionee X1s (3GB,3,16,4000,13.0,16.0,5.2,12000
1124,Motorola,Motorola Moto E4,2,16,2800,8.0,5.0,5.0,199
1125,Panasonic,Panasonic Eluga L2,1,8,2500,8.0,2.0,5.5,4990
1126,Asus,Asus ZenFone 4,4,64,3300,12.0,8.0,5.5,6499
1127,Samsung,Samsung Galaxy Grand,1,8,2100,8.0,2.0,5.0,3899
1128,Samsung,Samsung Galaxy Grand,1,8,2100,8.0,2.0,5.0,8999
1129,Lenovo,Lenovo P2 (4GB,3,32,5100,13.0,5.0,5.5,17999
1130,Lenovo,Lenovo P2 (3GB,3,32,5100,13.0,5.0,5.5,16999
1131,Samsung,Samsung Galaxy Grand,1,8,2100,8.0,2.0,5.0,16528
1132,Samsung,Samsung Galaxy Grand,1,8,2600,8.0,1.9,5.2,1999
1133,Lava,Lava Iris X1,1,4,1800,8.0,2.0,4.5,6299
1134,Swipe,Swipe Sense (1GB,1,8,2250,8.0,3.2,5.5,4444
1135,Samsung,Samsung Galaxy Grand,1,8,2600,8.0,1.9,5.2,4299
1136,Motorola,Motorola Moto Z,4,64,2600,13.0,5.0,5.5,14990
1137,Motorola,Motorola Moto Z,4,64,2600,13.0,5.0,5.5,39999
1138,Gionee,Gionee X1s (3GB,3,16,4000,13.0,16.0,5.2,6999
1139,OnePlus,OnePlus 3 (6GB,6,64,3000,16.0,8.0,5.5,8999
1140,Samsung,Samsung Galaxy Grand,1,8,2600,8.0,1.9,5.2,4399
1141,Honor,Honor 7A (3GB,2,32,3000,13.0,8.0,5.7,7499
1142,Lenovo,Lenovo K6 Note,3,32,4000,16.0,8.0,5.5,5398
1143,Asus,Asus ZenFone 4,4,64,3300,12.0,8.0,5.5,4499
1144,LG,LG L90 Dual,1,8,2540,8.0,0.3,4.7,3299
1145,Asus,Asus ZenFone 4,4,64,3300,12.0,8.0,5.5,1999
1146,HTC,HTC Desire 326G,1,8,2000,8.0,2.0,4.5,8400
1147,HTC,HTC Desire 326G,1,8,2000,8.0,2.0,4.5,9900
1148,Infinix,Infinix Hot 10,6,128,5200,16.0,8.0,6.78,9499
1149,Infinix,Infinix Hot 10,6,128,5200,16.0,8.0,6.78,10999
1150,HTC,HTC Desire 728,2,16,2800,13.0,5.0,5.5,15750
1151,HTC,HTC Desire 728,2,16,2800,13.0,5.0,5.5,12999
1152,HTC,HTC Desire 728,2,16,2800,13.0,5.0,5.5,9500
1153,HTC,HTC Desire 728,2,16,2800,13.0,5.0,5.5,9000
1154,HTC,HTC Desire 728,2,16,2800,13.0,5.0,5.5,8590
1155,HTC,HTC Desire 728,2,16,2800,13.0,5.0,5.5,8500
1156,HTC,HTC Desire 728,2,16,2800,13.0,5.0,5.5,7990
1157,iVoomi,iVoomi i1 (2GB,2,16,3000,13.0,8.0,5.45,4299
1158,iVoomi,iVoomi i1 (2GB,2,16,3000,13.0,8.0,5.45,4499
1159,Lava,Lava Z70 (2GB,2,16,2500,8.0,5.0,5.0,5999
1160,HTC,HTC U Ultra,4,64,3000,12.0,16.0,5.7,24999
1161,HTC,HTC U Ultra,4,64,3000,12.0,16.0,5.7,22190
1162,HTC,HTC U Ultra,4,64,3000,12.0,16.0,5.7,7999
1163,iVoomi,iVoomi i1 (2GB,2,16,3000,13.0,8.0,5.45,7499
1164,Panasonic,Panasonic Eluga Ray,4,32,3000,16.0,8.0,5.2,12990
1165,Vivo,Vivo V9 Pro,4,64,3260,13.0,16.0,6.3,11990
1166,Vivo,Vivo V9 Pro,4,64,3260,13.0,16.0,6.3,12890
1167,Vivo,Vivo V9 Pro,4,64,3260,13.0,16.0,6.3,14999
1168,Vivo,Vivo V9 Pro,4,64,3260,13.0,16.0,6.3,16499
1169,Panasonic,Panasonic Eluga Ray,4,32,3000,16.0,8.0,5.2,12499
1170,Panasonic,Panasonic Eluga Ray,4,32,3000,16.0,8.0,5.2,7890
1171,Panasonic,Panasonic Eluga Ray,4,32,3000,16.0,8.0,5.2,6890
1172,Asus,Asus ZenFone 4,4,64,3300,12.0,8.0,5.5,6090
1173,Panasonic,Panasonic Eluga Ray,4,32,3000,16.0,8.0,5.2,5799
1174,iVoomi,iVoomi i1 (2GB,2,16,3000,13.0,8.0,5.45,6222
1175,iVoomi,iVoomi i1 (2GB,2,16,3000,13.0,8.0,5.45,4949
1176,iVoomi,iVoomi i1 (2GB,2,16,3000,13.0,8.0,5.45,4660
1177,Micromax,Micromax Canvas 2,1,4,2000,8.0,2.0,5.0,7295
1178,Motorola,Moto G5S (4GB,3,32,3000,16.0,5.0,5.2,7350
1179,Kult,Kult Gladiator (3GB,3,32,4000,13.0,8.0,5.5,7349
1180,Lenovo,Lenovo Vibe P1,3,32,5000,13.0,5.0,5.5,7650
1181,Lenovo,Lenovo Vibe P1,3,32,5000,13.0,5.0,5.5,7741
1182,Lenovo,Lenovo Vibe P1m,2,16,3900,8.0,5.0,5.0,2399
1183,Lenovo,Lenovo K6 Note,3,32,4000,16.0,8.0,5.5,7490
1184,Lenovo,Lenovo K6 Note,3,32,4000,16.0,8.0,5.5,7219
1185,Xolo,Xolo Q800 X-Edition,1,4,2100,8.0,1.0,4.5,2999
1186,Lenovo,Lenovo K6 Note,3,32,4000,16.0,8.0,5.5,14879
1187,Lenovo,Lenovo Vibe P1m,2,16,3900,8.0,5.0,5.0,4353
1188,LG,LG G3 Stylus,1,8,3000,13.0,1.3,5.5,13990
1189,LG,LG G4 Stylus,1,16,3000,13.0,5.0,5.7,5999
1190,LG,LG G4 Stylus,1,16,3000,13.0,5.0,5.7,9999
1191,LG,LG G4 Stylus,1,16,3000,13.0,5.0,5.7,13999
1192,LG,LG G4 Stylus,1,16,3000,13.0,5.0,5.7,19999
1193,Intex,Intex Aqua 5.5,1,8,2800,5.0,5.0,5.5,7199
1194,Intex,Intex Aqua 5.5,1,8,2800,5.0,5.0,5.5,5500
1195,LG,LG G4 Stylus,1,16,3000,13.0,5.0,5.7,24000
1196,Lava,Lava Iris X1,1,4,1800,8.0,2.0,4.5,7999
1197,Lenovo,Lenovo A5000 (1GB,1,8,4000,8.0,2.0,5.0,9999
1198,Lenovo,Lenovo A5000 (1GB,1,8,4000,8.0,2.0,5.0,6499
1199,Lyf,Lyf F8 (1GB,1,8,2000,8.0,5.0,4.5,3499
1200,Lava,Lava Iris X1,1,4,1800,8.0,2.0,4.5,7800
1201,Motorola,Motorola Moto G5,3,16,3000,12.0,5.0,5.2,4599
1202,TCL,TCL 560 (2GB,2,16,2500,8.0,5.0,5.5,8999
1203,TCL,TCL 560 (2GB,2,16,2500,8.0,5.0,5.5,4999
1204,Motorola,Moto G5S (4GB,3,32,3000,16.0,5.0,5.2,8390
1205,Lyf,Lyf C451 (1GB,1,8,2800,5.0,2.0,4.5,3750
1206,Honor,Honor 9N (3GB,3,32,3000,13.0,16.0,5.84,7999
1207,Motorola,Moto G5S (4GB,3,32,3000,16.0,5.0,5.2,9869
1208,Honor,Honor 9N (4GB,3,32,3000,13.0,16.0,5.84,19000
1209,Honor,Honor 9N (4GB,3,32,3000,13.0,16.0,5.84,15999
1210,Honor,Honor 9N (3GB,3,32,3000,13.0,16.0,5.84,12500
1211,Realme,Realme X3 SuperZoom,1,256,4200,64.0,32.0,6.6,28999
1212,Realme,Realme X3 SuperZoom,1,256,4200,64.0,32.0,6.6,25999
1213,InFocus,InFocus M680 (2GB,2,16,2600,13.0,13.0,5.5,7999
1214,Nubia,Nubia N1 lite,2,16,3000,8.0,5.0,5.5,5849
1215,Micromax,Micromax Canvas 6,3,32,3000,13.0,8.0,5.5,4699
1216,Zopo,Zopo Hero 1,2,16,2500,13.2,5.0,5.0,12000
1217,Zopo,Zopo Hero 1,2,16,2500,13.2,5.0,5.0,9999
1218,InFocus,InFocus M260 (1GB,1,8,2000,5.0,2.0,4.5,3499
1219,InFocus,InFocus M260 (1GB,1,8,2000,5.0,2.0,4.5,3222
1220,Lava,Lava X38 (1GB,1,8,4000,8.0,2.0,5.0,3999
1221,Lava,Lava X38 (2GB,1,8,4000,8.0,2.0,5.0,5599
1222,InFocus,InFocus M535+ (3GB,3,16,2600,13.0,13.0,5.5,7490
1223,Lava,Lava X38 (2GB,1,8,4000,8.0,2.0,5.0,6999
1224,Honor,Honor 5C (2GB,2,16,3000,13.0,8.0,5.2,5199
1225,Honor,Honor 5C (2GB,2,16,3000,13.0,8.0,5.2,6099
1226,Honor,Honor 5C (2GB,2,16,3000,13.0,8.0,5.2,19999
1227,Lyf,Lyf C459 (1GB,1,8,2000,5.0,2.0,4.5,3499
1228,InFocus,InFocus M535+ (3GB,3,16,2600,13.0,13.0,5.5,6000
1229,Honor,Honor 9N (4GB,3,32,3000,13.0,16.0,5.84,12299
1230,Lava,Lava Z10 (3GB,2,16,2620,8.0,5.0,5.0,6099
1231,Motorola,Motorola Moto M,3,32,3050,16.0,8.0,5.5,6599
1232,Tecno,Tecno i7 (4GB,4,32,4000,13.0,16.0,5.5,10370
1233,Tecno,Tecno i7 (4GB,4,32,4000,13.0,16.0,5.5,8966
1234,Motorola,Motorola Moto M,3,32,3050,16.0,8.0,5.5,6699
1235,Sony,Sony Xperia XZ1,4,32,2700,19.0,13.0,5.2,50867
1236,Motorola,Motorola Moto M,3,32,3050,16.0,8.0,5.5,6399
1237,Sony,Sony Xperia XZ1,4,32,2700,19.0,13.0,5.2,39433
1238,Xolo,Xolo Omega 5.5,1,8,2600,13.0,2.0,5.5,3990
1239,Xolo,Xolo Omega 5.5,1,8,2600,13.0,2.0,5.5,3999
1240,Oppo,Oppo Neo 3,1,4,1900,5.0,2.0,4.5,9056
1241,Tecno,Tecno i5 Pro,3,32,4000,13.0,8.0,5.5,12590
1242,Tecno,Tecno i5 Pro,3,32,4000,13.0,8.0,5.5,12490
1243,Lyf,Lyf C459 (1GB,1,8,2000,5.0,2.0,4.5,5048
1244,Oppo,Oppo Neo 3,1,4,1900,5.0,2.0,4.5,10674
1245,Motorola,Motorola Moto M,3,32,3050,16.0,8.0,5.5,6173
1246,Motorola,Motorola Moto M,3,32,3050,16.0,8.0,5.5,2799
1247,Lava,Lava Z10 (3GB,2,16,2620,8.0,5.0,5.0,10643
1248,Lava,Lava Z10 (2GB,2,16,2620,8.0,5.0,5.0,9126
1249,Micromax,Micromax Canvas Doodle,1,8,3000,8.0,2.0,6.0,8000
1250,Micromax,Micromax Canvas Doodle,1,8,3000,8.0,2.0,6.0,4299
1251,Micromax,Micromax Canvas Doodle,1,8,3000,8.0,2.0,6.0,9999
1252,Motorola,Motorola Moto M,3,32,3050,16.0,8.0,5.5,4599
1253,Intex,Intex Aqua i5,1,4,1500,8.0,2.0,4.5,7430
1254,Xiaomi,Xiaomi Redmi 3S,2,16,4100,13.0,5.0,5.0,4399
1255,Sony,Sony Xperia M,1,4,1750,5.0,0.3,4.0,13000
1256,Tecno,Tecno i7 (4GB,4,32,4000,13.0,16.0,5.5,11990
1257,Tecno,Tecno i7 (4GB,4,32,4000,13.0,16.0,5.5,9610
1258,Xiaomi,Xiaomi Redmi 3S,2,16,4100,13.0,5.0,5.0,4199
1259,Honor,Honor 9N (4GB,3,32,3000,13.0,16.0,5.84,19999
1260,Lava,Lava Z70 (2GB,2,16,2500,8.0,5.0,5.0,7299
1261,Asus,Asus ZenFone 2,2,16,3000,13.0,5.0,5.5,4899
1262,Intex,Intex Aqua Shine,2,16,3000,8.0,5.0,5.0,5999
1263,Realme,Realme X (4GB,4,128,3765,48.0,16.0,6.53,17999
1264,Nokia,Nokia 1 (1GB,1,8,2150,5.0,2.0,4.5,4800
1265,Huawei,Huawei Mate 9,4,64,4000,20.0,8.0,5.9,58901
1266,HTC,HTC One ME,3,32,2840,20.0,4.0,5.2,11999
1267,Nokia,Nokia 1 (1GB,1,8,2150,5.0,2.0,4.5,4672
1268,Samsung,Samsung Galaxy C9,6,64,4000,16.0,16.0,6.0,19629
1269,Lyf,Lyf Water 10,3,16,2300,13.0,5.0,5.0,6114
1270,Huawei,Huawei Mate 9,4,64,4000,20.0,8.0,5.9,53983
1271,Samsung,Samsung Galaxy C9,6,64,4000,16.0,16.0,6.0,8999
1272,Xiaomi,Xiaomi Mi A2,4,64,3000,12.0,20.0,5.99,13999
1273,Sony,Sony Xperia C,1,4,2390,8.0,0.3,5.0,13990
1274,HTC,HTC One ME,3,32,2840,20.0,4.0,5.2,9999
1275,Videocon,Videocon Metal Pro,2,16,2000,13.0,5.0,5.0,4900
1276,Asus,Asus ROG Phone,8,128,6000,64.0,24.0,6.59,46999
1277,Honor,Honor 8C (64GB),4,32,4000,13.0,8.0,6.26,8499
1278,Panasonic,Panasonic Eluga I2,1,8,2000,8.0,2.0,5.0,4990
1279,Xolo,Xolo Win Q900s,1,8,1800,8.0,2.0,4.7,4495
1280,Infinix,Infinix Hot S3,3,32,4000,13.0,20.0,5.65,9999
1281,Panasonic,Panasonic Eluga I2,1,8,2000,8.0,2.0,5.0,9355
1282,Intex,Intex Aqua Speed,2,16,1700,8.0,5.0,4.7,4899
1283,Intex,Intex Aqua Speed,2,16,1700,8.0,5.0,4.7,4850
1284,Sony,Sony Xperia XZ,3,64,2900,23.0,13.0,5.2,9999
1285,Sony,Sony Xperia XZ,3,64,2900,23.0,13.0,5.2,11999
1286,Lyf,Lyf Flame 1,1,8,2000,5.0,5.0,4.5,3999
1287,Samsung,Samsung Galaxy S4,2,16,2600,13.0,2.0,5.0,8999
1288,Samsung,Samsung Galaxy S4,2,16,2600,13.0,2.0,5.0,57525
1289,Karbonn,Karbonn Titanium Mach,1,8,1900,8.0,8.0,5.0,7800
1290,Panasonic,Panasonic Eluga I5,2,16,2500,13.0,5.0,5.0,8990
1291,Intex,Intex Aqua Xtreme,2,16,2000,13.0,5.0,5.0,5499
1292,Intex,Intex Aqua Xtreme,2,16,2000,13.0,5.0,5.0,4999
1293,Intex,Intex Aqua Xtreme,2,16,2000,13.0,5.0,5.0,4449
1294,Intex,Intex Aqua Xtreme,2,16,2000,13.0,5.0,5.0,3990
1295,Lava,Lava Iris 406Q,1,4,1700,5.0,0.3,4.0,5299
1296,Intex,Intex Cloud Scan,1,8,2450,5.0,5.0,5.0,4599
1297,Lenovo,Lenovo P70 (2GB,2,16,4000,13.0,5.0,5.0,6989
1298,Asus,Asus ROG Phone,8,128,6000,64.0,24.0,6.59,54999
1299,Realme,Realme Narzo 10,4,128,5000,48.0,16.0,6.5,11999
1300,Lyf,Lyf Flame 1,1,8,2000,5.0,5.0,4.5,6000
1301,Lyf,Lyf Flame 1,1,8,2000,5.0,5.0,4.5,5999
1302,Intex,Intex Cloud Swift,3,16,2500,8.0,5.0,5.0,7890
1303,HTC,HTC Desire 600,1,8,1860,8.0,1.6,4.5,25000
1304,Asus,Asus ROG Phone,8,128,6000,64.0,24.0,6.59,49999
1305,Xiaomi,Xiaomi Mi A2,4,64,3000,12.0,20.0,5.99,10599
1306,Sony,Sony Xperia XZ,3,64,2900,23.0,13.0,5.2,18999
1307,Xiaomi,Xiaomi Mi A2,4,64,3000,12.0,20.0,5.99,10890
1308,Infinix,Infinix Zero 5,6,128,4350,12.0,16.0,5.98,7999
1309,Intex,Intex Cloud Swift,3,16,2500,8.0,5.0,5.0,9300
1310,Xiaomi,Xiaomi Mi A2,4,64,3000,12.0,20.0,5.99,12700
1311,HTC,HTC Desire 600,1,8,1860,8.0,1.6,4.5,27999
1312,Lava,Lava X28 (1GB,1,8,2600,8.0,5.0,5.5,4999
1313,Gionee,Gionee Pioneer P5,1,8,1850,5.0,2.0,4.5,3450
1314,Gionee,Gionee Pioneer P5,1,8,1850,5.0,2.0,4.5,2999
1315,Videocon,Videocon Metal Pro,2,16,2000,13.0,5.0,5.0,3499
1316,Gionee,Gionee Pioneer P5,1,8,1850,5.0,2.0,4.5,2799
1317,Infinix,Infinix Hot S3,3,32,4000,13.0,20.0,5.65,11999
1318,Alcatel,Alcatel A5 LED,3,16,2800,13.0,5.0,5.2,15026
1319,Honor,Honor 8C (32GB),4,32,4000,13.0,8.0,6.26,8499
1320,Intex,Intex Cloud String,1,8,2200,8.0,5.0,5.0,5599
1321,Panasonic,Panasonic Eluga I2,1,8,2000,8.0,2.0,5.0,8999
1322,Sony,Sony Xperia XZ,4,64,3230,19.0,13.0,5.5,33500
1323,Intex,Intex Cloud Glory,1,8,1800,5.0,2.0,4.5,3912
1324,Intex,Intex Cloud Glory,1,8,1800,5.0,2.0,4.5,3999
1325,Micromax,Micromax Bharat 4,1,8,2500,5.0,5.0,5.0,5999
1326,Gionee,Gionee Pioneer P5,1,8,1850,5.0,2.0,4.5,3490
1327,Gionee,Gionee Pioneer P5,1,8,1850,5.0,2.0,4.5,3599
1328,Intex,Intex ELYT-e1 (2GB,2,16,2200,8.0,8.0,5.0,6399
1329,Gionee,Gionee Pioneer P5,1,8,1850,5.0,2.0,4.5,3990
1330,Samsung,Samsung Galaxy J7,2,16,3000,13.0,5.0,5.5,14995
1331,Micromax,Micromax Bharat 4,1,8,2500,5.0,5.0,5.0,5555
1332,Xolo,Xolo Q700i (1GB,1,4,2400,8.0,2.0,4.5,9101
1333,Asus,Asus ZenFone Go,2,16,2600,13.0,5.0,5.0,409
1334,Xolo,Xolo Q700i (1GB,1,4,2400,8.0,2.0,4.5,11999
1335,Micromax,Micromax Bharat 4,1,8,2500,5.0,5.0,5.0,3600
1336,Samsung,Samsung Galaxy J7,2,16,3000,13.0,5.0,5.5,5299
1337,Micromax,Micromax Bharat 4,1,8,2500,5.0,5.0,5.0,4490
1338,Micromax,Micromax Bharat 4,1,8,2500,5.0,5.0,5.0,4999
1339,Samsung,Samsung Galaxy J7,2,16,3000,13.0,5.0,5.5,12000
1340,Intex,Intex Aqua Speed,2,16,1700,8.0,5.0,4.7,7500
1341,Sony,Sony Xperia XA1,3,32,3430,23.0,8.0,5.5,15990
1342,Lyf,Lyf Wind 3,2,16,2920,8.0,2.0,5.5,4099
1343,Sony,Sony Xperia XZ,4,64,3230,19.0,13.0,5.5,39990
1344,Lyf,Lyf Flame 7,1,8,1750,5.0,2.0,4.0,2499
1345,Lyf,Lyf Water 3,2,16,3000,13.0,5.0,5.5,6599
1346,Panasonic,Panasonic Eluga I2,1,8,2000,8.0,2.0,5.0,5300
1347,Panasonic,Panasonic Eluga I2,1,8,2000,8.0,2.0,5.0,4700
1348,Panasonic,Panasonic Eluga I2,1,8,2000,8.0,2.0,5.0,4430
1349,Panasonic,Panasonic Eluga I2,1,8,2000,8.0,2.0,5.0,3990
1350,Panasonic,Panasonic Eluga I2,1,8,2000,8.0,2.0,5.0,1495
1351,Asus,Asus ZenFone Go,2,16,2600,13.0,5.0,5.0,6499
1352,Panasonic,Panasonic Eluga I2,1,8,2000,8.0,2.0,5.0,10550
1353,Coolpad,Coolpad Note 6,4,32,4070,13.0,8.0,5.5,6999
1354,Samsung,Samsung Galaxy J7,2,16,3000,13.0,5.0,5.5,4799
1355,Panasonic,Panasonic Eluga I2,1,8,2000,8.0,2.0,5.0,5690
1356,Sony,Sony Xperia XA1,3,32,3430,23.0,8.0,5.5,19990
1357,Honor,Honor 3C (2GB,2,8,2300,8.0,5.0,5.0,15999
1358,Lenovo,Lenovo A2010 (1GB,1,8,2000,5.0,2.0,4.5,6000
1359,Lenovo,Lenovo A2010 (1GB,1,8,2000,5.0,2.0,4.5,2499
1360,Lenovo,Lenovo A2010 (1GB,1,8,2000,5.0,2.0,4.5,4990
1361,Asus,Asus ZenFone Go,2,16,2600,13.0,5.0,5.0,4999
1362,Lava,Lava Z90 (3GB,3,32,2750,8.0,8.0,5.2,9499
1363,Sony,Sony Xperia XZ,4,64,3230,19.0,13.0,5.5,36999
1364,Asus,Asus ZenFone Go,2,16,2600,13.0,5.0,5.0,5840
1365,Asus,Asus ZenFone Go,2,16,2600,13.0,5.0,5.0,5990
1366,Coolpad,Coolpad Note 6,4,32,4070,13.0,8.0,5.5,7990
1367,Coolpad,Coolpad Note 6,4,32,4070,13.0,8.0,5.5,7780
1368,Lava,Lava Z90 (3GB,3,32,2750,8.0,8.0,5.2,12499
1369,Sony,Sony Xperia L2,3,32,3300,13.0,8.0,5.5,15990
1370,Infinix,Infinix Zero 5,6,128,4350,12.0,16.0,5.98,15399
1371,OnePlus,OnePlus 5 (6GB,6,64,3300,16.0,16.0,5.5,26499
1372,Lyf,Lyf Earth 2,3,32,2500,13.0,13.0,5.0,7999
1373,Lyf,Lyf Earth 2,3,32,2500,13.0,13.0,5.0,12500
1374,Realme,Realme 7 Pro,8,128,4500,64.0,32.0,6.4,19999
1375,Realme,Realme 7 Pro,8,128,4500,64.0,32.0,6.4,21999
1376,OnePlus,OnePlus 5 (6GB,6,64,3300,16.0,16.0,5.5,24499
1377,OnePlus,OnePlus 5 (8GB,6,64,3300,16.0,16.0,5.5,27499
1378,Lenovo,Lenovo A1000 (1GB,1,8,2000,5.0,0.3,4.0,3650
1379,Xiaomi,Xiaomi Redmi Note,2,16,3100,13.0,5.0,5.5,8999
1380,Samsung,Samsung Galaxy A51,6,128,4000,48.0,32.0,6.5,22999
1381,Lyf,Lyf Wind 7,2,16,2250,8.0,5.0,5.0,7499
1382,Lyf,Lyf Wind 7,2,16,2250,8.0,5.0,5.0,5399
1383,OnePlus,OnePlus 5 (8GB,6,64,3300,16.0,16.0,5.5,27445
1384,Lenovo,Lenovo A6000 Shot,2,16,2300,13.0,5.0,5.0,4499
1385,Micromax,Micromax Canvas HD,1,4,2000,8.0,2.0,5.0,14445
1386,iVoomi,iVoomi i1s (3GB,3,32,3000,13.0,8.0,5.45,7499
1387,Micromax,Micromax Canvas Selfie,2,16,2300,13.0,13.0,4.7,13895
1388,iVoomi,iVoomi i1s (3GB,3,32,3000,13.0,8.0,5.45,4999
1389,iVoomi,iVoomi i1s (3GB,3,32,3000,13.0,8.0,5.45,5399
1390,Nokia,Nokia 5.3 (4GB,4,64,4000,13.0,8.0,6.55,12498
1391,Micromax,Micromax Canvas 4,1,16,2000,13.0,5.0,5.0,9999
1392,Micromax,Micromax Canvas 4,1,16,2000,13.0,5.0,5.0,5199
1393,Micromax,Micromax Canvas HD,1,4,2000,8.0,2.0,5.0,11294
1394,Micromax,Micromax Canvas Selfie,2,16,2300,13.0,13.0,4.7,5790
1395,Kult,Kult 10 (3GB,3,16,2350,13.0,5.0,5.0,4499
1396,Xolo,Xolo 8X-1000 (2GB,2,16,1920,8.0,2.0,5.0,5499
1397,Sony,Sony Xperia L2,3,32,3300,13.0,8.0,5.5,85900
1398,Xolo,Xolo Prime (1GB,1,8,1800,5.0,0.3,4.5,2999
1399,Alcatel,Alcatel Pixi 4,1,16,2580,8.0,5.0,6.0,3999
1400,Alcatel,Alcatel Pixi 4,1,16,2580,8.0,5.0,6.0,3998
1401,Gionee,Gionee A1 (4GB,4,64,4010,13.0,16.0,5.5,17000
1402,Xolo,Xolo Q1010i (1GB,1,8,2250,8.0,2.0,5.0,13499
1403,Nokia,Nokia 5.3 (6GB,4,64,4000,13.0,8.0,6.55,13999
1404,Lenovo,Lenovo Vibe K5,2,16,2750,13.0,5.0,5.0,5999
1405,InFocus,InFocus Bingo 20,1,8,2300,8.0,5.0,4.5,3500
1406,InFocus,InFocus Bingo 20,1,8,2300,8.0,5.0,4.5,4199
1407,Intex,Intex Aqua A4,1,8,1750,5.0,2.0,4.0,2690
1408,Lenovo,Lenovo A1000 (1GB,1,8,2000,5.0,0.3,4.0,3549
1409,Nokia,Nokia 5.3 (6GB,4,64,4000,13.0,8.0,6.55,14499
1410,Gionee,Gionee A1 (4GB,4,64,4010,13.0,16.0,5.5,17950
1411,InFocus,InFocus Bingo 20,1,8,2300,8.0,5.0,4.5,4490
1412,Xolo,Xolo Prime (1GB,1,8,1800,5.0,0.3,4.5,3298
1413,Xolo,Xolo Prime (1GB,1,8,1800,5.0,0.3,4.5,3990
1414,Realme,Realme 7 Pro,8,128,4500,64.0,32.0,6.4,20999
1415,Xolo,Xolo One (8GB),1,8,1700,5.0,0.3,4.5,2999
1416,Xolo,Xolo One (8GB),1,8,1700,5.0,0.3,4.5,3999
1417,Xolo,Xolo One (16GB),1,8,1700,5.0,0.3,4.5,5499
