,bike_name,price,kms_driven,owner,age,power,brand
436,Bajaj Dominar 400,140000,10200,First,4,400,Bajaj
437,Bajaj Discover 135cc,13600,87267,First,13,135,Bajaj
438,TVS Apache RTR,73000,2100,First,3,180,TVS
439,Bajaj Discover 125cc,17000,28130,Second,8,125,Bajaj
440,Bajaj Discover 150cc,29000,39000,First,6,150,Bajaj
441,Suzuki Gixxer SF,49000,7500,First,5,150,Suzuki
442,Harley-Davidson Street 750,371100,6300,Second,5,750,Harley-Davidson
443,Bajaj Discover 100M,30000,7334,First,7,100,Bajaj
444,Bajaj Avenger Street,70000,3400,First,4,150,Bajaj
445,Royal Enfield Classic,131000,9900,First,4,350,Royal Enfield
446,Bajaj Pulsar NS160,65000,7000,First,4,160,Bajaj
447,Hero Splendor Plus,65000,2600,First,2,100,Hero
448,Royal Enfield Bullet,96000,24000,First,5,350,Royal Enfield
449,Bajaj Pulsar 150cc,28500,30000,First,7,150,Bajaj
450,Bajaj Pulsar NS200,62400,8100,First,4,200,Bajaj
451,Royal Enfield Bullet,85000,34000,First,9,350,Royal Enfield
452,Bajaj Pulsar 150cc,66000,15000,First,2,150,Bajaj
453,TVS Apache RTR,85000,7000,First,2,160,TVS
454,Bajaj Discover 135cc,18551,21832,First,13,135,Bajaj
455,TVS Apache RTR,95000,13890,First,3,200,TVS
456,Bajaj Dominar 400,130000,8500,First,3,400,Bajaj
457,Royal Enfield Classic,98000,7300,First,7,350,Royal Enfield
458,Honda Livo 110cc,53400,1500,First,3,110,Honda
459,Bajaj Pulsar RS200,120000,8700,First,5,200,Bajaj
460,Honda CB Unicorn,58000,44580,First,5,160,Honda
461,Yamaha YZF-R15 2.0,97000,10473,First,3,150,Yamaha
462,Bajaj Platina ,38000,29451,First,5,100,Bajaj
463,Bajaj Discover 125cc,24500,14324,First,6,125,Bajaj
464,KTM Duke 125cc,129000,1123,First,2,125,KTM
465,Bajaj Boxer BM150,20000,28000,First,9,150,Bajaj
466,Royal Enfield Classic,123000,900,First,4,350,Royal Enfield
467,Royal Enfield Bullet,62000,70000,First,14,350,Royal Enfield
468,Yamaha YZF-R15 2.0,82000,14180,First,7,150,Yamaha
469,Honda CB Shine,24500,26453,First,9,125,Honda
470,Yamaha FZ S,59300,9107,First,3,150,Yamaha
471,Hero Glamour 125cc,41000,35000,First,7,125,Hero
472,Yamaha FZ S,80000,6300,First,3,150,Yamaha
473,Royal Enfield Classic,93500,10100,Second,7,500,Royal Enfield
474,Bajaj V15 150cc,43000,6336,First,4,150,Bajaj
475,KTM RC 390cc,150000,4981,First,6,390,KTM
476,Bajaj Discover 100cc,22500,25431,First,9,100,Bajaj
477,Bajaj Avenger Street,69000,15000,First,3,180,Bajaj
478,Bajaj Pulsar NS200,75800,6500,First,3,200,Bajaj
479,TVS Star City,30000,22000,First,9,110,TVS
480,Benelli TNT 300,225000,17300,First,6,300,Benelli
481,Harley-Davidson Street 750,355000,7400,First,7,750,Harley-Davidson
482,TVS Apache RTR,58000,14000,First,5,160,TVS
483,Bajaj Avenger Street,60000,10300,First,5,150,Bajaj
484,Suzuki Intruder 150cc,75200,16000,First,3,150,Suzuki
485,Royal Enfield Classic,130000,6200,First,4,350,Royal Enfield
486,Bajaj Pulsar 180cc,26900,20000,First,9,180,Bajaj
487,KTM Duke 200cc,145000,15000,First,4,200,KTM
488,KTM RC 390cc,154000,8000,First,6,390,KTM
489,Harley-Davidson Street 750,350000,5000,First,5,750,Harley-Davidson
490,Royal Enfield Classic,105000,20000,First,6,350,Royal Enfield
491,BMW G 310,260000,8500,First,3,310,BMW
492,Royal Enfield Bullet,89900,20000,First,6,350,Royal Enfield
493,Hero Passion Pro,25000,16000,First,7,100,Hero
494,KTM Duke 390cc,220000,12500,First,3,390,KTM
495,KTM RC 390cc,150000,11500,First,5,390,KTM
496,Honda CBR 150R,60000,21000,Second,6,150,Honda
497,Royal Enfield Thunderbird,110000,37000,First,7,500,Royal Enfield
498,Honda CB Trigger,42000,25868,First,8,150,Honda
499,Yamaha YZF-R15 150cc,106000,4508,First,4,150,Yamaha
500,Bajaj Pulsar 150cc,34000,17501,First,10,150,Bajaj
501,Honda CB Hornet,55000,25000,First,5,160,Honda
502,Kawasaki Ninja 650,526300,12000,First,3,650,Kawasaki
503,Bajaj Platina 100cc,41000,15800,First,4,100,Bajaj
504,Benelli TNT R,785000,2900,First,4,1130,Benelli
505,Honda CB Shine,22000,42554,First,6,125,Honda
506,KTM Duke 390cc,165147,12000,First,4,390,KTM
507,Royal Enfield Classic,90000,13140,First,8,350,Royal Enfield
508,KTM RC 200cc,140000,9500,First,5,200,KTM
509,Honda CB Unicorn,16800,134200,First,10,150,Honda
510,Royal Enfield Thunderbird,70000,11000,First,7,350,Royal Enfield
511,Suzuki Gixxer SF,58000,29451,First,6,150,Suzuki
512,Hero Splendor Plus,32000,21884,Second,8,100,Hero
513,Hyosung GT650R,230000,16150,Second,8,650,Hyosung
514,TVS Apache RTR,91800,1050,First,2,160,TVS
515,Royal Enfield Classic,119000,10544,First,9,500,Royal Enfield
516,Hero Splendor Plus,23000,30000,First,7,100,Hero
517,KTM Duke 390cc,210000,6013,First,3,390,KTM
518,Bajaj Avenger Street,43000,17000,First,5,150,Bajaj
519,Bajaj Pulsar 220F,45000,5800,First,7,220,Bajaj
520,Hero Passion Pro,42000,6500,First,5,100,Hero
521,Benelli TNT 600,440000,10800,First,3,600,Benelli
522,KTM Duke 200cc,72250,6282,First,5,200,KTM
523,Honda CBF Stunner,18200,40000,First,9,125,Honda
524,Hyosung GT650R,395000,5000,First,6,650,Hyosung
525,Hyosung GT250R,140000,2881,First,7,250,Hyosung
526,Yamaha YZF-R1 1000cc,700000,14200,First,13,1000,Yamaha
527,Hero Xtreme 200R,72000,3490,First,3,200,Hero
528,Yamaha FZ16 150cc,18000,39859,First,11,150,Yamaha
529,Ducati Diavel 1200cc,1000000,4400,Second,5,1200,Ducati
530,Triumph Speed Triple,750000,9500,First,4,1050,Triumph
531,Honda CB Unicorn,29000,9000,First,9,150,Honda
532,Royal Enfield Classic,120000,11795,First,5,350,Royal Enfield
533,Suzuki Hayabusa 1300cc,1260000,17000,First,4,1300,Suzuki
534,Bajaj V15 150cc,35000,26000,First,2,150,Bajaj
535,Royal Enfield Classic,115000,14000,First,4,350,Royal Enfield
536,Hero Passion Pro,25000,20000,First,8,100,Hero
537,Royal Enfield Classic,143500,5700,First,3,350,Royal Enfield
538,Royal Enfield Classic,118000,10000,First,4,350,Royal Enfield
539,Royal Enfield Classic,129500,6300,First,3,350,Royal Enfield
540,Yamaha FZ25 ABS,138000,7253,First,2,250,Yamaha
541,Bajaj Avenger 220cc,63000,19333,First,4,220,Bajaj
542,Jawa Standard 295CC,200000,1255,First,2,295,Jawa
543,Yamaha FZs 150cc,77500,45,First,3,150,Yamaha
544,Royal Enfield Classic,99000,32158,First,6,350,Royal Enfield
545,Bajaj Platina 100cc,27000,29858,First,4,100,Bajaj
546,Bajaj Avenger 220cc,44000,27000,First,6,220,Bajaj
547,Bajaj Pulsar 150cc,28000,70251,First,13,150,Bajaj
548,Yamaha SZR 150cc,22000,19000,First,9,150,Yamaha
549,Bajaj Platina 100cc,19000,23420,First,10,100,Bajaj
550,KTM RC 200cc,126999,22000,First,5,200,KTM
551,TVS Star Sport,25000,41000,First,8,100,TVS
552,Bajaj Pulsar NS200,90000,12500,First,3,200,Bajaj
553,Honda CB Hornet,89000,800,First,2,160,Honda
554,Bajaj Pulsar 150cc,47000,13935,First,5,150,Bajaj
555,Bajaj Dominar 400,119500,12000,First,4,400,Bajaj
556,Royal Enfield Classic,130000,20000,First,3,350,Royal Enfield
557,Bajaj Avenger Street,62000,11500,First,4,220,Bajaj
558,Bajaj Avenger Street,70000,7000,First,3,180,Bajaj
559,Bajaj Discover 100M,31000,21447,First,7,100,Bajaj
560,Bajaj CT 100,41500,15000,First,3,100,Bajaj
561,Hero Splendor Plus,52500,9000,First,3,100,Hero
562,TVS Apache RTR,36000,2980,First,6,160,TVS
563,Honda CB Shine,40000,17600,First,5,125,Honda
564,Hyosung Aquila 250,160000,5000,First,6,250,Hyosung
565,Kawasaki Z650,470000,12000,First,3,650,Kawasaki
566,TVS Apache RTR,89000,3000,First,2,160,TVS
567,Bajaj Pulsar 150cc,34000,26840,First,9,150,Bajaj
568,Yamaha YZF-R15 V3,112000,4000,First,3,150,Yamaha
569,Honda CB Trigger,27000,35000,First,7,150,Honda
570,Hero Passion Pro,25000,28000,First,8,100,Hero
571,Suzuki Gixxer SF,39100,16000,First,6,150,Suzuki
572,Bajaj Pulsar 220F,58500,11500,Second,5,220,Bajaj
573,Royal Enfield Classic,126000,20556,First,6,350,Royal Enfield
574,Hero Hunk 150cc,45000,40500,First,5,150,Hero
575,Bajaj V15 150cc,48000,13000,First,5,150,Bajaj
576,Bajaj V15 150cc,44800,30000,First,5,150,Bajaj
577,Bajaj Discover 135cc,20300,39450,First,14,135,Bajaj
578,Bajaj Avenger Street,62000,18500,First,5,150,Bajaj
579,Hero Karizma ZMR,45000,23695,First,8,223,Hero
580,Bajaj V15 150cc,45000,33000,First,5,150,Bajaj
581,Hero CD Dawn,16000,50000,First,9,100,Hero
582,Honda CB Trigger,43300,21000,First,8,150,Honda
583,Royal Enfield Classic,135000,18100,First,5,500,Royal Enfield
584,TVS Apache RTR,70000,9761,Second,5,200,TVS
585,Hero Karizma ZMR,75700,14000,First,5,223,Hero
586,Royal Enfield Thunderbird,110000,28500,First,8,500,Royal Enfield
587,Bajaj Pulsar RS200,95000,11000,First,6,200,Bajaj
588,Yamaha FZ16 150cc,28000,100000,First,12,150,Yamaha
589,Royal Enfield Classic,113000,13000,First,5,350,Royal Enfield
590,Honda CB Trigger,40000,40600,First,7,150,Honda
591,Honda Dream Yuga,24000,52345,First,7,110,Honda
592,Bajaj Pulsar RS200,101300,22500,First,4,200,Bajaj
593,Hero Ignitor Disc,28000,33000,First,8,125,Hero
594,Bajaj V15 150cc,57000,500,First,4,150,Bajaj
595,Bajaj Pulsar RS200,89100,13800,Second,4,200,Bajaj
596,Royal Enfield Bullet,108000,5000,First,5,350,Royal Enfield
597,TVS Apache RTR,93000,7500,First,3,200,TVS
598,Bajaj Avenger Street,54000,8000,First,5,150,Bajaj
599,Royal Enfield Bullet,119000,1403,First,4,350,Royal Enfield
600,Hero Passion 100cc,21100,30000,First,16,100,Hero
601,Bajaj Avenger Street,75000,5399,First,4,220,Bajaj
602,Bajaj Pulsar 135LS,22000,40000,First,13,135,Bajaj
603,Bajaj Pulsar NS200,79999,10922,First,4,200,Bajaj
604,Suzuki Gixxer SF,85000,6000,First,4,150,Suzuki
605,Suzuki Gixxer 150cc,52200,4500,First,4,150,Suzuki
606,Bajaj V15 150cc,48000,27098,First,5,150,Bajaj
607,Royal Enfield Classic,120000,14164,First,6,350,Royal Enfield
608,Royal Enfield Classic,120000,16562,First,4,350,Royal Enfield
609,Hero CD Deluxe,29500,21017,First,9,100,Hero
610,Hero Splendor Plus,51300,2800,First,2,100,Hero
611,Hero Passion Pro,35242,3000,First,5,100,Hero
612,Bajaj Avenger 220cc,65000,20000,First,7,220,Bajaj
613,KTM RC 200cc,110000,26000,First,6,200,KTM
614,Bajaj Pulsar AS200,70000,25000,First,5,200,Bajaj
615,Bajaj Avenger Cruise,68000,5800,First,4,220,Bajaj
616,Hero Passion Xpro,30000,26000,First,8,110,Hero
617,TVS Sport 100cc,30000,8000,First,5,100,TVS
618,Yamaha FZ25 250cc,108000,9700,First,4,250,Yamaha
619,Bajaj Dominar 400,150000,3300,First,4,400,Bajaj
620,Royal Enfield Thunderbird,174600,9200,First,4,500,Royal Enfield
621,Honda CB Trigger,33000,44020,First,7,150,Honda
622,Bajaj Pulsar RS200,91500,7000,First,6,200,Bajaj
623,Bajaj Pulsar RS200,94500,10000,First,6,200,Bajaj
624,Bajaj Pulsar RS200,80000,17000,First,6,200,Bajaj
625,Suzuki Intruder SP,90000,12000,First,3,150,Suzuki
626,Bajaj Discover 125ST,26900,31000,First,8,125,Bajaj
627,Royal Enfield Bullet,72378,21496,First,9,350,Royal Enfield
628,Royal Enfield Bullet,110000,9000,First,4,350,Royal Enfield
629,Bajaj Discover 100cc,17500,52018,First,7,100,Bajaj
630,Yamaha YZF-R3 320cc,308000,16000,First,3,320,Yamaha
631,Bajaj Dominar 400,150800,7000,First,3,400,Bajaj
632,Bajaj Pulsar 150cc,55000,15558,First,4,150,Bajaj
633,Bajaj Pulsar RS200,110000,5700,First,6,200,Bajaj
634,Royal Enfield Classic,120000,28000,First,7,500,Royal Enfield
635,TVS Apache RR310,199999,6550,First,3,310,TVS
636,Yamaha YZF-R15 2.0,58000,35000,Second,6,150,Yamaha
637,Hero Passion Xpro,32000,28329,First,6,110,Hero
638,Bajaj Discover 150cc,31500,26000,First,7,150,Bajaj
639,Bajaj Discover 150cc,21000,40000,First,9,150,Bajaj
640,Hero Passion Plus,20000,22500,First,12,100,Hero
641,Honda CB Shine,52000,3840,First,3,125,Honda
642,TVS Apache RTR,90000,2684,First,3,200,TVS
643,Royal Enfield Classic,154900,7050,First,3,350,Royal Enfield
644,Royal Enfield Thunderbird,125000,33000,First,4,350,Royal Enfield
645,Yamaha YZF-R15 V3,95000,24500,First,3,150,Yamaha
646,Bajaj V15 150cc,51900,25000,First,4,150,Bajaj
647,TVS Apache RTR,40000,34400,First,5,160,TVS
648,Bajaj Dominar 400,130000,25000,First,3,400,Bajaj
649,Honda CBR 150R,60000,30000,First,9,150,Honda
650,Royal Enfield Classic,133600,3000,First,5,350,Royal Enfield
651,Honda CB Shine,28000,36000,First,11,125,Honda
652,Hero Splendor Plus,20600,30000,First,9,100,Hero
653,Royal Enfield Classic,112000,25000,First,6,350,Royal Enfield
654,TVS Apache RTR,55000,20000,First,6,160,TVS
655,Honda Livo 110cc,40000,14168,First,5,110,Honda
656,Hero CBZ 150cc,21000,50000,First,10,150,Hero
657,Suzuki Gixxer SF,84000,3200,First,4,150,Suzuki
658,KTM Duke 390cc,160000,10500,First,5,390,KTM
659,TVS Apache RTR,74700,20194,First,2,160,TVS
660,Yamaha FZS FI,48600,20559,First,4,150,Yamaha
661,Honda CB Unicorn,39300,53000,First,5,160,Honda
662,Suzuki GS 150,26900,53000,First,9,150,Suzuki
663,Royal Enfield Machismo,100000,48000,First,12,500,Royal Enfield
664,Yamaha FZ25 250cc,85000,13000,First,4,250,Yamaha
665,Hero CBZ Xtreme,30000,46700,First,10,150,Hero
666,Yamaha SZ RR,61000,10000,First,4,150,Yamaha
667,Yamaha YZF-R15 2.0,69825,28261,First,4,150,Yamaha
668,Royal Enfield Bullet,85000,23399,Third,6,350,Royal Enfield
669,Bajaj Discover 135cc,20000,38576,First,11,135,Bajaj
670,Hero CBZ Xtreme,23500,22000,First,10,150,Hero
671,Suzuki Gixxer 150cc,60000,40997,First,6,150,Suzuki
672,Yamaha YZF-R15 2.0,75000,39000,First,5,150,Yamaha
673,Yamaha FZ S,68900,16980,Second,4,150,Yamaha
674,TVS Apache RTR,59999,35958,First,5,200,TVS
675,Yamaha FZ V,65000,15000,First,3,150,Yamaha
676,Hyosung GT250R,183000,11439,First,7,250,Hyosung
677,TVS Apache RTR,66400,12500,First,5,180,TVS
678,Honda CB Shine,31500,56423,First,8,125,Honda
679,Royal Enfield Classic,130000,11200,First,3,350,Royal Enfield
680,Bajaj Pulsar RS200,100000,11760,First,4,200,Bajaj
681,TVS Apache RTR,26500,22000,First,10,160,TVS
682,Hero Honda Splendor,23000,24121,First,10,100,Hero
683,Hero Xtreme 200R,66000,1112,First,2,200,Hero
684,Yamaha YZF-R15 2.0,75000,13000,First,6,150,Yamaha
685,KTM RC 200cc,170000,4600,First,2,200,KTM
686,Bajaj Pulsar 150cc,45000,22000,First,6,150,Bajaj
687,Honda Dream Neo,36500,9000,First,3,110,Honda
688,TVS Apache RTR,40200,43000,First,7,160,TVS
689,Bajaj Discover 150cc,16000,22141,First,7,150,Bajaj
690,Bajaj Discover 135cc,19784,89748,First,13,135,Bajaj
691,Yamaha YZF-R15 V3,110900,4200,First,3,150,Yamaha
692,Royal Enfield Classic,135000,9000,First,3,350,Royal Enfield
693,Honda CB Hornet,72500,9500,First,4,160,Honda
694,Bajaj Platina ,33000,14000,First,4,100,Bajaj
695,Bajaj Pulsar RS200,94300,13000,First,6,200,Bajaj
696,Bajaj Pulsar 220F,22000,35000,First,11,220,Bajaj
697,Honda CBR 150R,110000,23500,First,4,150,Honda
698,KTM RC 200cc,118000,25000,First,7,200,KTM
699,Bajaj Platina 100cc,14800,39525,First,11,100,Bajaj
700,Royal Enfield Thunderbird,133700,2000,First,3,350,Royal Enfield
701,Hero Ignitor 125cc,23000,25000,Second,6,125,Hero
702,Bajaj Pulsar 200cc,20000,20000,First,10,200,Bajaj
703,Royal Enfield Classic,115000,25000,First,6,350,Royal Enfield
704,Bajaj Discover 125ST,18500,20000,First,9,125,Bajaj
705,Bajaj Dominar 400,170000,4000,First,3,400,Bajaj
706,Royal Enfield Classic,114000,7500,First,4,350,Royal Enfield
707,Hero Splendor iSmart,36000,9500,First,5,110,Hero
708,Royal Enfield Thunderbird,98000,26000,First,5,350,Royal Enfield
709,Bajaj V15 150cc,50000,17000,First,5,150,Bajaj
710,Royal Enfield Classic,117000,14640,First,5,350,Royal Enfield
711,TVS Star Sport,26000,12340,First,5,100,TVS
712,Royal Enfield Bullet,87500,13000,First,6,350,Royal Enfield
713,Bajaj Pulsar RS200,82000,17252,First,5,200,Bajaj
714,Hero Ignitor Disc,45000,12699,First,5,125,Hero
715,Bajaj Pulsar 150cc,20400,87000,First,11,150,Bajaj
716,Kawasaki Ninja 300cc,355100,1710,First,4,300,Kawasaki
717,Kawasaki Ninja 300,310000,6000,First,2,300,Kawasaki
718,Royal Enfield Classic,120000,5100,First,6,350,Royal Enfield
719,Honda CB Shine,52000,15583,First,4,125,Honda
720,Bajaj Pulsar 150cc,67000,26000,First,3,150,Bajaj
721,Royal Enfield Himalayan,180000,200,First,2,410,Royal Enfield
722,Hero Splendor NXG,22000,28938,First,9,100,Hero
723,Honda Dream Yuga,20000,18438,First,9,110,Honda
724,Bajaj Dominar 400,195000,6000,First,2,400,Bajaj
725,Royal Enfield Thunderbird,101900,18000,First,5,350,Royal Enfield
726,Royal Enfield Classic,108000,27000,First,6,350,Royal Enfield
727,Honda CB Unicorn,45000,17000,First,5,160,Honda
728,Royal Enfield Thunderbird,90000,12000,First,8,500,Royal Enfield
729,KTM RC 390cc,150000,21000,First,6,390,KTM
730,Hero Achiever Disc,45000,13400,First,4,150,Hero
731,Yamaha SZ-RR 150cc,35000,30000,Second,5,150,Yamaha
732,TVS Apache RTR,78000,14500,First,3,200,TVS
733,Bajaj Discover 125ST,21700,28000,First,8,125,Bajaj
734,Bajaj Pulsar 150cc,21800,28000,First,8,150,Bajaj
735,Honda CBR 150R,65500,12000,First,8,150,Honda
736,Royal Enfield Thunderbird,175000,2382,First,2,350,Royal Enfield
737,KTM Duke 200cc,95000,27800,First,6,200,KTM
738,Yamaha YZF-R15 S,89025,5800,First,6,150,Yamaha
739,Royal Enfield Thunderbird,140000,5103,First,5,500,Royal Enfield
740,KTM Duke 125cc,145000,2476,First,2,125,KTM
741,Bajaj Pulsar AS150,63647,6750,First,5,150,Bajaj
742,KTM Duke 200cc,90000,31000,First,6,200,KTM
743,Royal Enfield Thunderbird,89000,6500,First,8,350,Royal Enfield
744,Bajaj V15 150cc,44000,2525,First,4,150,Bajaj
745,Royal Enfield Classic,82000,37654,Second,9,500,Royal Enfield
746,Harley-Davidson Street 750,386000,22000,First,4,750,Harley-Davidson
747,Hero CBZ Xtreme,19000,25000,First,10,150,Hero
748,Bajaj V15 150cc,52000,7845,First,5,150,Bajaj
749,Yamaha FZ25 250cc,115204,9000,First,4,250,Yamaha
750,KTM RC 390cc,147000,15000,First,6,390,KTM
751,Bajaj Pulsar 150cc,85000,2500,First,2,150,Bajaj
752,Bajaj Discover 125ST,33000,50000,First,9,125,Bajaj
753,Hero Passion Pro,18600,49660,First,12,100,Hero
754,Bajaj Discover 100cc,20000,18000,First,10,100,Bajaj
755,Bajaj Pulsar NS160,48000,51000,First,4,160,Bajaj
756,Royal Enfield Classic,101500,3000,First,8,350,Royal Enfield
757,Yamaha YZF-R15 2.0,61400,33000,First,9,150,Yamaha
758,Royal Enfield Classic,140000,5200,First,4,500,Royal Enfield
759,Yamaha FZs 150cc,27800,20000,First,10,150,Yamaha
760,KTM Duke 250cc,175000,7976,First,2,250,KTM
761,Royal Enfield Bullet,110000,17000,First,5,350,Royal Enfield
762,Harley-Davidson Street 750,380000,6500,First,6,750,Harley-Davidson
763,Bajaj Pulsar 200,53200,28100,First,7,200,Bajaj
764,Honda CBR 250R,65000,21000,First,8,250,Honda
765,Bajaj Avenger Cruise,69600,20500,First,3,220,Bajaj
766,Bajaj Pulsar 220cc,72000,50000,First,4,220,Bajaj
767,Mahindra Mojo Tourer,175000,8000,First,3,300,Mahindra
768,Hero Passion Pro,35000,22000,First,8,100,Hero
769,TVS Star Sport,22900,12000,First,5,100,TVS
770,Yamaha Gladiator 125cc,19000,48568,First,14,125,Yamaha
771,KTM RC 390cc,213300,9900,First,4,390,KTM
772,Royal Enfield Classic,115700,15000,Second,4,350,Royal Enfield
773,Hero Splendor iSmart,45000,4894,First,5,110,Hero
774,KTM Duke 390cc,200000,12000,First,3,390,KTM
775,KTM Duke 390cc,210000,4500,First,3,390,KTM
776,Yamaha YZF-R15 2.0,78000,29000,First,6,150,Yamaha
777,Mahindra Mojo 300cc,115000,35000,First,5,300,Mahindra
778,Honda CBR 150R,60000,15252,First,6,150,Honda
779,Bajaj V15 150cc,41000,19500,Second,4,150,Bajaj
780,Bajaj Pulsar 180cc,35000,41016,First,9,180,Bajaj
781,Bajaj Pulsar 220cc,65000,15112,First,5,220,Bajaj
782,Bajaj Pulsar RS200,110000,12300,First,5,200,Bajaj
783,Royal Enfield Classic,110000,46026,First,6,350,Royal Enfield
784,Hero Karizma R,27000,101250,Third,14,223,Hero
785,Honda Dream Yuga,26000,25000,First,7,110,Honda
786,Hero Passion Pro,30100,15823,First,5,100,Hero
787,Hero Passion Plus,10669,49000,First,15,100,Hero
788,Hero Splendor Plus,23500,26000,First,13,100,Hero
789,Honda CB Shine,37000,18110,First,6,125,Honda
790,Bajaj Pulsar RS200,90000,39000,First,6,200,Bajaj
791,Royal Enfield Thunderbird,155000,1650,First,2,350,Royal Enfield
792,Bajaj Pulsar NS,41300,49000,Second,7,200,Bajaj
793,TVS Apache RTR,43000,28454,Second,4,160,TVS
794,Hero Xtreme 150cc,25300,17000,First,8,150,Hero
795,Bajaj Pulsar NS160,65000,7200,First,3,160,Bajaj
796,Bajaj Pulsar RS200,121700,18000,First,5,200,Bajaj
797,Bajaj Platina 100cc,18000,25000,First,9,100,Bajaj
798,Hero Karizma R,24300,29000,First,11,223,Hero
799,Bajaj Boxer CT100,18000,50000,First,17,100,Bajaj
800,Bajaj V15 150cc,42000,15327,First,5,150,Bajaj
801,Yamaha FZ25 250cc,105000,10468,First,2,250,Yamaha
802,Yamaha YZF-R15 2.0,60000,37000,First,7,150,Yamaha
803,Royal Enfield Bullet,99999,55,Second,15,350,Royal Enfield
804,Hero Passion Pro,50000,8191,First,4,100,Hero
805,Hero CBZ Xtreme,40000,40000,First,6,150,Hero
806,Bajaj Platina 100cc,20500,30000,First,9,100,Bajaj
807,Hero Splendor iSmart,31000,16278,First,5,110,Hero
808,Bajaj Pulsar 150cc,19000,98581,First,9,150,Bajaj
809,Bajaj Discover 125cc,19000,16206,First,9,125,Bajaj
810,Bajaj Pulsar NS200,45000,27000,First,9,200,Bajaj
811,Bajaj Dominar 400,137000,3297,First,4,400,Bajaj
812,Bajaj Dominar 400,114000,12000,First,4,400,Bajaj
813,Hero Passion Pro,30000,23000,First,6,100,Hero
814,Bajaj Discover 100cc,25000,16954,First,6,100,Bajaj
815,TVS Sport 100cc,34000,8048,First,3,100,TVS
